Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_A10_543742
Composite Element REF	Signal
CLEC4M	4.04490484868862
KIAA0999	4.99416350155473
CLDN10	4.0035192846183
MGC13053	4.45981230672569
TAC1	2.96406698068576
GYPA	3.73972437698846
HPCAL4	3.48556966397511
TRAIP	4.08937095048384
MEX3D	4.90386263525389
KIAA0232	5.69457628139162
ERCC8	5.40434654024903
NFAT5	5.15861924096897
GPX4	11.0059412730084
CSPG4LYP1	3.72631099367669
KIAA0368	7.00501574404153
FBXO3	5.11465104083908
DVL1	7.09603998771099
CMKLR1	4.15635146122491
GPR157	3.94303012623596
TYMS	8.64916197849474
OR52A1	4.01842331377283
PEF1	8.49946710305949
ZNF750	8.85912345632572
ALG9	6.00664196361209
MCM5	6.27905649959196
SDK2	3.82563156935795
BAIAP3	4.35274351977934
RABGGTB	7.66519363392064
KCNK7	3.58654937150649
PTP4A3	5.22233930228839
ANKRD40	4.93739276920563
CALCOCO2	8.84908463063753
TMSL8	4.21279291455636
SNCA	4.61247483833884
ZNF551	3.81369665582784
HBQ1	3.81223626891527
ARHGAP26	4.31830503439752
GEMIN6	7.47268898023137
HRAS	5.57353867454755
KLRC4	3.13748713840070
BSDC1	6.61847982793923
DSC1	4.12472179217924
RNF43	5.43460608644023
NDUFAF1	6.3331655892414
MAP2K4	5.44014541376167
FOLR2	5.2930174795741
LYZL6	4.20031748883283
EPB41L3	4.01729930688601
TEKT2	3.62490743040982
CDKN2B	4.04071630297476
WSB1	7.16307178974955
ZNF480	4.12307310679507
MAP3K6	5.91378367703609
PROS1	7.60204886618518
PSMB8	5.41501200262555
HN1	10.0248454518717
MAS1	3.84568203661005
APOL1	8.21880532126133
CSHL1	3.89135856609192
ZBTB7C	3.52025238711231
AHCTF1	6.43965019802052
SAE2	9.67564794574916
ITGA2	5.83683560452286
AP2S1	9.8060702786647
P15RS	6.14055770238482
MME	4.7279012442977
VAT1	8.75939064188554
MAST4	6.8940744680691
TUFM	10.5628690402178
KRT33B	3.68633327688405
THEG	3.99727632108442
KCTD2	5.68730241801084
WDR26	9.51194117589907
MFI2	4.06986208016524
KRT34	3.91409319762556
NR4A3	4.08787230417994
SGSM3	5.33807816493419
ARSA	4.86256292021715
TOMM22	7.6201174452138
SOCS3	4.32429771973084
UNKL	3.92773420507715
POP4	9.62387133406432
BHLHB3	5.15475801404505
MALL	6.57891405100222
SOX15	6.49048527011924
CCNA2	5.82807283899265
PARK2	3.81554121954425
GPR124	4.95565150369276
TMEM132A	4.56235400297803
CGRRF1	5.47927947155226
RUVBL2	8.87068905710182
MCAT	6.32263923983086
WNT10B	4.08426049338233
ISCA1	7.8901725074945
RPAP1	4.76461003320813
C12orf48	5.62493319224871
RAI16	5.52567528558242
RPL27	10.200703628707
EPN1	4.25988101381485
MAGI1	3.37453408683258
GBX2	3.46618079157677
SLC35A1	7.25751301365462
GAL	7.69961640075218
SLC14A2	4.79877573475583
RDH11	8.1229191270013
ZNF518	4.08698007600153
PCYT1B	3.78467857294626
AUH	6.2750483113752
EIF3H	11.7599704469029
KIF1B	5.33176709776829
MBD2	5.23371006938043
AMOTL2	6.8899948904334
C6orf120	7.71845427755058
PIGT	8.5485130358872
PSRC1	5.93654916233665
PLA2G10	4.41718679851426
ALAS1	6.30604012758764
FOXO1	6.1234067522548
C17orf62	7.34032444410719
KIF5C	3.88412858749086
DUSP10	4.74647034416402
CRLF3	8.68537514149635
CLCNKB	4.32483909252873
PSMA5	10.0692211092179
FARS2	5.66533992954331
CCDC28A	8.31241546748178
AMPD3	5.30094082453222
PIAS1	6.67748115276028
ADCYAP1R1	3.93257287643666
TMEM134	8.28458550230222
CDH20	3.51451963363712
FBXO7	7.99320247733543
FLJ14213	3.58563628603806
ZNF3	4.97663849857487
LRRFIP1	7.41092435185344
TMEM49	10.1879320933053
CNOT2	7.4073755272338
CBX2	3.14007771355712
ZC3H14	6.56869918984282
ALDH5A1	6.30767318537908
HNT	3.41286286034298
SERPINA4	3.85915028783518
FLJ20920	4.69290491063295
CRTAP	6.07307084468537
DDX50	8.8919672169484
STYXL1	7.29164793112023
TK2	4.9757599102022
BLVRB	9.69093961927066
STMN1	8.14899380356863
GUCA2A	3.49051060975638
DPP6	3.53195215897139
GALNT10	4.63876390135103
STK39	7.60387996217564
MMP24	4.7643832576551
CKS2	10.5049950871193
RHO	4.25982327240254
BANF1	10.1988495137040
CR1	3.45328608439782
RPS6KA2	4.7287320362759
HMBS	6.5449438039329
C20orf112	4.10285803543243
SLC25A24	7.6667405364702
MRPL22	9.24018806488383
SLC25A15	5.90013749782636
GADD45B	5.56092775419269
TDP1	6.66276778039918
ZNF287	3.91168190967276
DAAM2	4.48875622737197
C11orf57	5.81544945779739
RFK	6.9150485410649
ZFYVE9	4.39534297716914
TCTN3	7.69618999163408
STCH	6.37544702652053
LOC283871	3.94017637699752
NDUFB3	8.92674325991861
DEFB4	4.2813706093797
FPR1	4.86078767693324
FMNL1	4.59586935466421
SEPT7	10.2197351531819
PTCD2	4.39924545361532
GNLY	4.71647295448869
GRAMD1C	4.28554487803228
ZNF165	4.96309213080887
TR2IT1	5.12859854054417
ARMCX3	6.90404222949276
NDE1	7.32582504455866
MAGEF1	7.8682949752073
ITGA10	4.15010735637881
ARHGDIB	8.83417251900322
FSHB	4.02684827276639
ANXA2	12.2152674028431
HLCS	4.55897101117795
MCF2L	4.31064911260477
AK1	6.01113988025799
FH	7.2255368152264
LGALS2	4.39197708630017
SYNPO2L	2.94382310513617
KIAA1045	3.72808980534986
C1orf183	5.31275682050669
MAGEA8	3.41019460367395
DGCR8	5.07095816710071
GSR	5.86944709293632
NEU2	4.30176982368323
HIST1H4B	4.48747562603093
CACNA1C	3.39006764332772
FAM20B	7.25026935508722
HES2	4.48313072784677
PDCD6	10.8543487074279
INTS7	6.69264955281843
AMPH	4.03742077241519
UCKL1	6.90659099365498
ASB4	3.29777452389624
C10orf97	4.53959641653885
ALDH1L1	4.41475219484797
CCL23	3.85197573694198
OBSL1	4.83051627079445
SLC12A7	7.25541921647155
THAP4	6.99686625677047
RBM4B	5.78951275038445
OGFRL1	5.95142061585795
KIAA0831	7.22507075009444
C12orf11	7.38903521129723
PPP1R15A	5.19004121248043
KIAA0240	5.4842771319803
CD1B	3.95782764937584
FCGR2A	6.28626980885483
MDC1	5.39714424653131
MAN1A1	5.51446196456165
KRT9	4.65278043426754
HTR1A	3.90255507798352
OCEL1	5.79272477265834
ATP11B	7.7432839330665
NLGN4X	3.82315262618253
FBXO34	8.09562495002634
ALOX12	4.08910355316166
RB1CC1	7.38990122280576
PCDH12	4.60327260979651
RPE	5.90131797385005
EIF4E	6.85490946238451
CSDC2	4.25666840266635
ABHD5	5.80103937959094
TMBIM1	7.81529611763625
PET112L	5.11539027095527
P2RXL1	3.80536208548842
F2RL2	3.61907017555796
TRMT1	6.26586023518665
IMPG2	3.86529047347963
LRRC32	5.03759303344939
BGLAP	4.57076379632872
HTR4	3.92807473335303
MRAS	5.94362809796148
TRAF6	5.05421130760691
AXL	4.69038105625772
ATP2C2	5.09285357901542
LMNB1	5.81396149726167
TELO2	4.85861185559198
PNPLA3	3.87527080332882
CSNK1E	6.85831695080351
SRP14	10.2073189795720
KCNQ4	3.68009968117689
PIK3C2B	5.53297247662846
C15orf15	8.51331279792998
TUBB2B	3.27382205818295
USP15	6.74524860163047
C12orf41	8.50353934850894
CEND1	4.15474920813965
RNF31	4.56555071190120
TCEAL2	4.1185998979924
PTGER2	4.24312167255395
UBN1	6.62420555001645
SLC5A7	3.76654912777228
SLC31A1	7.61510963083144
ADAM29	3.93058124781514
ST7L	4.56101635319185
GFOD1	5.73158420794721
CTNNA1	9.5393701752470
HRBL	4.27806797740987
CBX4	4.52001265735740
NTRK2	4.2329829650658
FOXN3	6.65420311696377
MFGE8	4.71048412437594
PFKFB2	4.51583083236783
TAS2R4	4.05697617085530
SH3TC2	3.58167457624931
IL10	3.84047579665225
PXMP4	6.54673270251613
RNF167	6.47897039832214
PRMT5	9.08904744840077
TSKU	6.4764532750761
ATPIF1	8.64689320391628
ETV3	3.67608275897544
PAK7	3.29050827158672
PDLIM1	10.7933163450806
CEP63	5.68277421481295
WDFY3	4.75104761659045
RNF126	6.22683932182556
DPM1	9.39101041794458
CLIC4	6.05183008956094
ACR	4.26494034791745
KLK7	4.18086963369197
ALOX5AP	8.11560521975128
LRP1	5.14033910569002
TNK1	5.37287156794217
TAS2R9	3.93448986236357
ZNF16	6.47676906719225
POLR1B	5.29770750594061
SLC8A2	4.39778076516046
OLFM4	3.29152554661433
TACC1	6.58486228868288
SAMHD1	7.68099900211936
ATP13A2	6.35505651862451
KRT4	10.0248681038846
PAX6	4.37200563592515
SCG2	3.81091538135971
SLC17A6	4.43455594937159
TUBB4	4.20200601353248
PADI4	3.55634946476377
FMO3	6.71383495468216
NLK	4.32888854445608
POU4F3	3.44351434948092
MDM2	3.96717717233119
CAPNS1	11.0776932721582
SDF4	8.0867201706735
ITGBL1	4.40242868683147
TAP2	4.63750667197385
OR2C1	3.89800051328790
KLHDC3	7.23945067064855
EFHD2	7.8103486360636
GALR3	4.31461975194098
NBEA	3.04272243879419
ABCA6	3.6469750304844
ABBA-1	4.37791440235248
GNAI1	8.35910729855888
CLDN3	3.88960125244823
AKT2	3.96762777299859
EGFR	7.03306485507346
VPS4B	7.75296490792991
RBM16	8.05535013042226
GALNT6	4.39935290470401
ZDHHC3	5.36511188274713
SLC25A4	7.04530823539423
CYB5B	5.83661142871803
NDRG1	10.6840654163102
SESN1	5.90992649306906
GBE1	7.26103176907162
MRPL46	5.2520525252721
CLASP1	5.39590565798952
FARP2	4.8900984566442
ACOT11	4.073953087653
LDHAL6B	3.61870251066121
MAPKAPK3	5.90408689480318
NCAM2	3.34065287472299
AFAP1	4.8273827331377
PRKD2	5.79612776030347
OR2H2	3.77212485779944
ZFP36L1	7.98084776797816
DZIP1	4.43355004039427
GPR161	4.36080034390022
RNF146	5.18910033488417
NKX3-1	4.24839580955167
CCNB2	8.4027942755831
ZNF10	4.17765828599502
WDR74	6.34014743001936
FAM134A	8.40419878364344
PCNP	9.2817848878473
PURA	6.24206254981161
DNPEP	8.47901815168484
ERBB2	5.22071987911632
CREB1	5.99547699690823
NEO1	5.31566839973529
DDX3Y	8.25301472357931
RPS3A	13.2428176504488
MXRA7	10.5583533273413
LGALS3	11.9266293530288
GLT8D1	7.05555931910092
TMPRSS3	3.73369125278428
UPB1	3.60125109029357
LAT	4.98474413035629
CLDN14	4.1235707834173
DHX38	5.56924048173608
KCNA3	3.48292658935144
BTBD1	7.97702254898079
TARS2	5.96309539492988
SKIV2L2	10.3850704770068
ABCF1	9.12230335943764
CDT1	4.03529833081153
ZHX2	6.90288072172379
FCF1	5.45453074139175
LRRC49	4.00534682334892
GUCY1B2	4.31178835839712
CD28	3.77669396124145
SMARCA4	6.88302982438783
SEPT2	9.75920541679124
SOHLH2	3.77454941183589
MCOLN3	4.73577611909249
LRP8	5.8390923690775
TAGLN3	4.1553122144651
MASP2	3.97881823314791
GPATCH3	5.22379727760806
TTRAP	8.99630771318821
AGL	7.71073214184873
NFE2L3	5.8676286550822
PSD4	4.27356939790141
PALMD	5.42436660991469
CCNB1IP1	9.29157079215332
TMEM43	8.07290391291847
OBFC1	7.40971773899716
STAT5B	5.30362552875047
C14orf79	5.01546711882082
ENPEP	4.2427730299589
SSB	8.54762296733346
SCT	3.09435656705571
TIMM23	7.21384823074132
SKI	4.14186546994030
SLC22A13	3.71014523836216
AKAP3	4.20500001339118
OAS2	6.33604598459596
KIAA0423	5.78609201064075
SEC61G	10.7273386335239
CAPN11	3.35132411848755
TMEM50B	8.12282862659312
DEGS1	8.17803989661093
ARHGEF4	4.15706655049477
DBNDD1	4.45474019221051
TBL1XR1	5.7614744357879
FAIM	7.45589006116337
SP140	4.18305484290608
G6PD	5.52343860183541
NUDC	8.4647211020973
GABRP	4.54567376808627
SCARA3	4.13737049685405
TACSTD2	6.94085061099662
EIF3J	7.38626550250362
